ID;year;TL;sex;island_ID;survival;age;first_year;last_year;brood_ID;min_lifespan_years;recruits;tarsres
2169;2012;1.14;2;23;0;2;2010;2012;2010.23.A.273.A.3;2;3;2.020069768
2171;2011;0.76;2;23;0;1;2010;2011;2010.23.A.256.A.2;1;0;2.718066027
2172;2011;0.96;2;23;0;1;2010;2011;2010.23.A.256.A.2;1;0;2.238066027
2173;2011;0.68;2;23;0;1;2010;2011;2010.23.A.256.A.2;1;1;2.358066027
2174;2011;0.9;1;23;0;1;2010;2011;2010.23.A.352.A.2;1;0;0.479750613
2176;2011;0.67;1;23;1;1;2010;2014;2010.23.A.255.A.1;4;0;2.451035679
2176;2012;0.67;1;23;1;2;2010;2014;2010.23.A.255.A.1;4;4;2.451035679
2176;2013;0.67;1;23;1;3;2010;2014;2010.23.A.255.A.1;4;4;2.451035679
2177;2011;1.03;1;23;0;1;2010;2011;2010.23.A.255.A.1;1;0;1.661035679
2178;2011;0.99;1;23;1;1;2010;2012;2010.23.A.255.A.1;2;1;0.521035679
2178;2012;0.99;1;23;0;2;2010;2012;2010.23.A.255.A.1;2;3;0.521035679
2189;2011;0.63;1;27;0;1;2010;2011;2010.27.B.71.A.2;1;1;-1.081359952
2193;2011;1.32;1;27;0;1;2010;2011;2010.27.B.98.A.2;1;1;-0.234689514
2202;2011;0.91;1;27;1;1;2010;2013;2010.27.B.199.A.1;3;0;1.962324444
2202;2012;0.91;1;27;1;2;2010;2013;2010.27.B.199.A.1;3;0;1.962324444
2202;2013;0.91;1;27;0;3;2010;2013;2010.27.B.199.A.1;3;0;1.962324444
2205;2011;0.82;2;27;1;1;2010;2012;2010.27.B.71.A.1;2;0;0.816956464
2205;2012;0.82;2;27;0;2;2010;2012;2010.27.B.71.A.1;2;0;0.816956464
2208;2011;0.94;2;27;0;1;2010;2011;2010.27.B.71.A.1;1;0;0.686956464
2224;2011;0.76;1;27;0;1;2010;2011;2010.27.A.17.A.2;1;1;0.935310486
2239;2011;0.57;2;27;0;1;2010;2011;2010.27.B.33.A.1;1;0;-0.203258046
2242;2011;0.84;1;27;0;1;2010;2011;2010.27.B.194.A.1;1;0;-2.464689514
2243;2011;0.94;2;27;0;1;2010;2011;2010.27.B.194.A.1;1;0;-2.32466825
2245;2011;1.01;1;27;0;1;2010;2011;2010.27.B.182.A.2;1;0;0.645310486
2246;2011;0.91;1;27;0;1;2010;2011;2010.27.B.125.A.2;1;0;0.595310486
2250;2011;0.91;1;27;0;1;2010;2011;2010.27.A.94.A.3;1;1;1.785310486
2251;2011;0.74;2;27;0;1;2010;2011;2010.27.A.94.A.3;1;1;0.69533175
2253;2011;0.74;2;27;1;1;2010;2014;2010.27.A.94.A.3;4;2;0.98533175
2253;2012;0.74;2;27;1;2;2010;2014;2010.27.A.94.A.3;4;0;0.98533175
2253;2013;0.74;2;27;1;3;2010;2014;2010.27.A.94.A.3;4;0;0.98533175
2254;2011;1.24;2;27;0;1;2010;2011;2010.27.A.94.A.3;1;0;-0.37466825
2261;2012;0.96;1;27;0;1;2011;2012;2011.27.A.17.A.3;1;0;1.425310486
2263;2012;0.77;2;27;0;1;2011;2012;2011.27.A.17.A.3;1;0;2.07533175
2264;2012;1.03;1;27;1;1;2011;2015;2011.27.A.17.A.3;4;0;0.005310486
2264;2013;1.03;1;27;1;2;2011;2015;2011.27.A.17.A.3;4;3;0.005310486
2281;2012;0.79;2;27;0;1;2011;2012;2011.27.B.86.A.3;1;0;1.497858928
2303;2013;0.81;2;27;1;1;2012;2015;2012.27.B.129.A.1;3;1;-0.923043536
2304;2013;0.65;1;27;1;1;2012;2015;2012.27.A.213.A.1;3;0;0.359681922
2306;2013;1.17;1;27;1;1;2012;2015;2012.27.A.481.A.2;3;1;1.602324444
2325;2013;0.96;1;27;0;1;2012;2013;2012.27.A.489.A.1;1;1;-4.737675556
2344;2013;1.02;2;23;1;1;2012;2014;2012.23.A.262.A.1;2;0;0.740069768
2345;2013;0.81;1;23;1;1;2012;2014;2012.23.A.262.A.1;2;0;0.349750613
2362;2012;0.9;1;23;1;1;2011;2014;2011.23.A.255.A.1;3;0;0.919750613
2362;2013;0.9;1;23;1;2;2011;2014;2011.23.A.255.A.1;3;1;0.919750613
2377;2012;0.6;1;23;0;1;2011;2012;2011.23.A.271.A.2;1;0;-0.007845495
2392;2012;0.94;1;27;0;1;2011;2012;2011.27.A.481.A.1;1;0;-2.634689514
2407;2012;0.8;1;27;0;1;2011;2012;2011.27.B.187.A.1;1;0;-1.007675556
2409;2012;0.89;1;27;0;1;2011;2012;2011.27.B.253.A.1;1;0;0.522324444
2419;2012;1.01;2;27;0;1;2011;2012;2011.27.B.256.A.1;1;0;0.352389682
2423;2012;0.93;2;27;1;1;2011;2013;2011.27.B.278.A.1;2;0;-1.787610318
2423;2013;0.93;2;27;0;2;2011;2013;2011.27.B.278.A.1;2;1;-1.787610318
2425;2012;1.09;2;27;1;1;2011;2014;2011.27.A.105.A.1;3;1;0.806956464
2425;2013;1.09;2;27;1;2;2011;2014;2011.27.A.105.A.1;3;5;0.806956464
2434;2012;0.76;1;27;0;1;2011;2012;2011.27.B.102.A.1;1;0;1.039681922
2436;2012;0.8;1;27;1;1;2011;2015;2011.27.B.182.A.1;4;0;0.477382921
2436;2013;0.8;1;27;1;2;2011;2015;2011.27.B.182.A.1;4;1;0.477382921
2445;2012;0.89;2;27;1;1;2011;2014;2011.27.A.17.A.2;3;0;-0.577338434
2445;2013;0.89;2;27;1;2;2011;2014;2011.27.A.17.A.2;3;1;-0.577338434
2452;2012;0.7;1;27;0;1;2011;2012;2011.27.B.116.C.1;1;0;0.565310486
2469;2012;0.98;1;27;0;1;2011;2012;2011.27.A.238.A.1;1;0;1.408640048
2473;2012;0.73;1;27;0;1;2011;2012;2011.27.A.238.A.1;1;1;1.588640048
2496;2012;0.75;2;27;1;1;2011;2013;2011.27.B.248.A.2;2;0;0.18273307
2496;2013;0.75;2;27;0;2;2011;2013;2011.27.B.248.A.2;2;0;0.18273307
2553;2013;0.95;1;27;1;1;2012;2014;2012.27.A.105.A.2;2;0;0.117382921
2557;2013;0.98;2;27;1;1;2012;2014;2012.27.B.194.A.1;2;0;-0.143043536
2564;2013;1.02;1;27;1;1;2012;2015;2012.27.A.74.A.2;3;0;-0.677675556
2570;2013;1.37;2;23;1;1;2012;2017;2012.23.A.380.A.1;5;0;0.878645342
2572;2013;2.88;1;23;1;1;2012;2014;2012.23.A.318.A.3;2;0;-0.040249387
2573;2013;3.58;1;23;0;1;2012;2013;2012.23.A.318.A.3;1;0;0.829750613
2581;2013;0.77;2;27;1;1;2012;2014;2012.27.A.173.A.2;2;5;-0.97466825
2584;2013;1;1;27;0;1;2012;2013;2012.27.A.482.A.3;1;0;1.022313131
2594;2013;0.81;1;27;0;1;2012;2013;2012.27.B.102.A.1;1;0;0.662324444
